run_id,seed,mode,agent,shift_delta,pre_shift_mae,post_shift_mae,post_shift_aue,adaptation_time,action_counts,stabilize_fraction_post_shift,replay_hash,pass_fail,failure_reason
random_action-interventional-d8.0-s5,5,interventional,random_action,8.0,1.2234330011954766,2.684438690379431,671.1096725948578,38.0,"{""destabilize"": 197, ""observe"": 207, ""stabilize"": 196}",0.348,79e84213aa781be32a8143af47f577588b210ec79f3f672c3492c8db99ac4bd7,n/a,
causal_learned-action_null-d8.0-s5,5,action_null,causal_learned,8.0,1.1310271856547154,2.469636522388227,617.4091305970567,62.0,"{""observe"": 429, ""stabilize"": 171}",0.336,dc083834caacce905997877f52cff005a2f67032b049ef9e46f016e4632e0628,n/a,
no_action-action_null-d8.0-s5,5,action_null,no_action,8.0,1.1310271856547154,2.469636522388227,617.4091305970567,62.0,"{""observe"": 600}",0.0,dc083834caacce905997877f52cff005a2f67032b049ef9e46f016e4632e0628,n/a,
random_action-action_null-d8.0-s5,5,action_null,random_action,8.0,1.1310271856547154,2.469636522388227,617.4091305970567,62.0,"{""destabilize"": 197, ""observe"": 207, ""stabilize"": 196}",0.348,dc083834caacce905997877f52cff005a2f67032b049ef9e46f016e4632e0628,n/a,
causal_learned-interventional-d8.0-s6,6,interventional,causal_learned,8.0,1.0235344162889355,1.484478224030056,371.119556007514,23.0,"{""observe"": 254, ""stabilize"": 346}",0.788,98cc7e3b3224d28f44322a1c84928b99ebdd64fae62497c91f4f5355fb570c9b,n/a,
no_action-interventional-d8.0-s6,6,interventional,no_action,8.0,1.2126987186661227,2.7191764246804673,679.7941061701168,131.0,"{""observe"": 600}",0.0,28b6ccf39c4d6f09d97fc0db0e08176b80467201453453aeae5fd0f421620025,n/a,
random_action-interventional-d8.0-s6,6,interventional,random_action,8.0,1.4755676246587568,2.9386668433839627,734.6667108459907,128.0,"{""stabilize"": 192, ""destabilize"": 211, ""observe"": 197}",0.332,92f90e8a2d96fa0e1231cb087d63184a9096b32b8fc4c7b5f43ed3e685744d2c,n/a,
causal_learned-action_null-d8.0-s6,6,action_null,causal_learned,8.0,1.2126987186661227,2.7191764246804673,679.7941061701168,131.0,"{""observe"": 428, ""stabilize"": 172}",0.392,28b6ccf39c4d6f09d97fc0db0e08176b80467201453453aeae5fd0f421620025,n/a,
no_action-action_null-d8.0-s6,6,action_null,no_action,8.0,1.2126987186661227,2.7191764246804673,679.7941061701168,131.0,"{""observe"": 600}",0.0,28b6ccf39c4d6f09d97fc0db0e08176b80467201453453aeae5fd0f421620025,n/a,
random_action-action_null-d8.0-s6,6,action_null,random_action,8.0,1.2126987186661227,2.7191764246804673,679.7941061701168,131.0,"{""stabilize"": 192, ""destabilize"": 211, ""observe"": 197}",0.332,28b6ccf39c4d6f09d97fc0db0e08176b80467201453453aeae5fd0f421620025,n/a,
causal_learned-interventional-d8.0-s7,7,interventional,causal_learned,8.0,0.9935839745391442,1.5024697576088755,375.61743940221885,20.0,"{""observe"": 305, ""stabilize"": 295}",0.628,17b0f85bdbccd3cbfc4c645936cb5b0c5e90a7fc56607f5bc06ad407c8bfa706,n/a,
no_action-interventional-d8.0-s7,7,interventional,no_action,8.0,1.1114850173750166,2.3571006837987816,589.2751709496954,235.0,"{""observe"": 600}",0.0,722d35baf4c71fe272f7593e84fdadf7f4d268a584b93e866d13edcd28fe85f0,n/a,
random_action-interventional-d8.0-s7,7,interventional,random_action,8.0,1.2043563814287,2.5987820506346453,649.6955126586613,58.0,"{""destabilize"": 211, ""stabilize"": 198, ""observe"": 191}",0.296,1b083256732c81fed037ea04ca0217c05af3950a43239706426374322e021d4d,n/a,
causal_learned-action_null-d8.0-s7,7,action_null,causal_learned,8.0,1.1114850173750166,2.3571006837987816,589.2751709496954,235.0,"{""observe"": 405, ""stabilize"": 195}",0.508,722d35baf4c71fe272f7593e84fdadf7f4d268a584b93e866d13edcd28fe85f0,n/a,
no_action-action_null-d8.0-s7,7,action_null,no_action,8.0,1.1114850173750166,2.3571006837987816,589.2751709496954,235.0,"{""observe"": 600}",0.0,722d35baf4c71fe272f7593e84fdadf7f4d268a584b93e866d13edcd28fe85f0,n/a,
random_action-action_null-d8.0-s7,7,action_null,random_action,8.0,1.1114850173750166,2.3571006837987816,589.2751709496954,235.0,"{""destabilize"": 211, ""stabilize"": 198, ""observe"": 191}",0.296,722d35baf4c71fe272f7593e84fdadf7f4d268a584b93e866d13edcd28fe85f0,n/a,
causal_learned-interventional-d8.0-s8,8,interventional,causal_learned,8.0,1.097194512021241,2.007626917103289,501.9067292758222,19.0,"{""observe"": 453, ""stabilize"": 147}",0.22,5994baa738e0448a9f31e4725e02060168b70ea340891362e4fe0cd7d05b4f90,n/a,
no_action-interventional-d8.0-s8,8,interventional,no_action,8.0,1.21114161928667,2.400340030770305,600.0850076925763,143.0,"{""observe"": 600}",0.0,23c4337da4c00359cd0f5c291186de5346d647031ec1b34b69a5048cd71300a1,n/a,
random_action-interventional-d8.0-s8,8,interventional,random_action,8.0,1.2255184692179333,3.471843914583848,867.960978645962,21.0,"{""destabilize"": 205, ""observe"": 197, ""stabilize"": 198}",0.268,e8beb4f2b1c7e524140f568c5ee4290144f9dfe8078b241d5d1998184cf5e962,n/a,
causal_learned-action_null-d8.0-s8,8,action_null,causal_learned,8.0,1.21114161928667,2.400340030770305,600.0850076925763,143.0,"{""observe"": 453, ""stabilize"": 147}",0.22,23c4337da4c00359cd0f5c291186de5346d647031ec1b34b69a5048cd71300a1,n/a,
no_action-action_null-d8.0-s8,8,action_null,no_action,8.0,1.21114161928667,2.400340030770305,600.0850076925763,143.0,"{""observe"": 600}",0.0,23c4337da4c00359cd0f5c291186de5346d647031ec1b34b69a5048cd71300a1,n/a,
random_action-action_null-d8.0-s8,8,action_null,random_action,8.0,1.21114161928667,2.400340030770305,600.0850076925763,143.0,"{""destabilize"": 205, ""observe"": 197, ""stabilize"": 198}",0.268,23c4337da4c00359cd0f5c291186de5346d647031ec1b34b69a5048cd71300a1,n/a,
causal_learned-interventional-d8.0-s9,9,interventional,causal_learned,8.0,1.1587123347789021,1.438225106306259,359.55627657656476,19.0,"{""observe"": 329, ""stabilize"": 271}",0.832,e890345044db7259a12c67b6112173bd47805d63faac0c6cf812ae006ff0ffd8,n/a,
no_action-interventional-d8.0-s9,9,interventional,no_action,8.0,1.1670138987978946,2.730871948673381,682.7179871683452,83.0,"{""observe"": 600}",0.0,e776d7c812d9232e49d0ea09e0fdd62f2a2ed409dec5ebc15e96d72a60525cc1,n/a,
random_action-interventional-d8.0-s9,9,interventional,random_action,8.0,1.329514167242263,3.1506830196652644,787.6707549163161,21.0,"{""stabilize"": 199, ""destabilize"": 208, ""observe"": 193}",0.316,511b9cd8b1fa16ca6549ba451c7a85f457e3df142f6ce37cae8111e3234301dc,n/a,
causal_learned-action_null-d8.0-s9,9,action_null,causal_learned,8.0,1.1670138987978946,2.730871948673381,682.7179871683452,83.0,"{""observe"": 552, ""stabilize"": 48}",0.096,e776d7c812d9232e49d0ea09e0fdd62f2a2ed409dec5ebc15e96d72a60525cc1,n/a,
no_action-action_null-d8.0-s9,9,action_null,no_action,8.0,1.1670138987978946,2.730871948673381,682.7179871683452,83.0,"{""observe"": 600}",0.0,e776d7c812d9232e49d0ea09e0fdd62f2a2ed409dec5ebc15e96d72a60525cc1,n/a,
random_action-action_null-d8.0-s9,9,action_null,random_action,8.0,1.1670138987978946,2.730871948673381,682.7179871683452,83.0,"{""stabilize"": 199, ""destabilize"": 208, ""observe"": 193}",0.316,e776d7c812d9232e49d0ea09e0fdd62f2a2ed409dec5ebc15e96d72a60525cc1,n/a,
causal_learned-interventional-d8.0-s10,10,interventional,causal_learned,8.0,1.0070701416492038,1.635074679031258,408.7686697578145,21.0,"{""observe"": 333, ""stabilize"": 267}",0.576,99d62787efe47392d473236804bd5bc644ea6295d97155a965678788c6682007,n/a,
no_action-interventional-d8.0-s10,10,interventional,no_action,8.0,1.1367142833612498,2.5925857176566405,648.1464294141601,246.0,"{""observe"": 600}",0.0,f004d7ec6baa3476a16cf2353b038ed9f6ea6bbecbe21e61f83ed2040e2a7ce3,n/a,
random_action-interventional-d8.0-s10,10,interventional,random_action,8.0,1.325803423824068,2.3921489328454437,598.0372332113609,80.0,"{""destabilize"": 195, ""observe"": 206, ""stabilize"": 199}",0.332,08655c504af697f4e524d1358237d9e5b209dca03ee61b47ea22a4a7f5c15de4,n/a,
causal_learned-action_null-d8.0-s10,10,action_null,causal_learned,8.0,1.1367142833612498,2.5925857176566405,648.1464294141601,246.0,"{""observe"": 456, ""stabilize"": 144}",0.096,f004d7ec6baa3476a16cf2353b038ed9f6ea6bbecbe21e61f83ed2040e2a7ce3,n/a,
no_action-action_null-d8.0-s10,10,action_null,no_action,8.0,1.1367142833612498,2.5925857176566405,648.1464294141601,246.0,"{""observe"": 600}",0.0,f004d7ec6baa3476a16cf2353b038ed9f6ea6bbecbe21e61f83ed2040e2a7ce3,n/a,
random_action-action_null-d8.0-s10,10,action_null,random_action,8.0,1.1367142833612498,2.5925857176566405,648.1464294141601,246.0,"{""destabilize"": 195, ""observe"": 206, ""stabilize"": 199}",0.332,f004d7ec6baa3476a16cf2353b038ed9f6ea6bbecbe21e61f83ed2040e2a7ce3,n/a,
causal_learned-interventional-d8.0-s11,11,interventional,causal_learned,8.0,1.1238533148542624,1.9282318409221693,482.05796023054234,23.0,"{""observe"": 477, ""stabilize"": 123}",0.396,8a357a96eb41fb4fcc78e75ca468e5624504f9845941c33127c554b589840e7f,n/a,
no_action-interventional-d8.0-s11,11,interventional,no_action,8.0,1.1245753007041952,2.6692620250446515,667.3155062611629,inf,"{""observe"": 600}",0.0,6456a1e1064fdc3ff458685440583b8a1e676fb2cc66313646012c8d0396b79f,n/a,
random_action-interventional-d8.0-s11,11,interventional,random_action,8.0,1.3232381564040756,3.0170549237212545,754.2637309303136,24.0,"{""observe"": 206, ""destabilize"": 203, ""stabilize"": 191}",0.308,6b4755124fdd2963046d13cd01cd1be344270f038192c656483297bdf91ed04f,n/a,
causal_learned-action_null-d8.0-s11,11,action_null,causal_learned,8.0,1.1245753007041952,2.6692620250446515,667.3155062611629,inf,"{""observe"": 478, ""stabilize"": 122}",0.392,6456a1e1064fdc3ff458685440583b8a1e676fb2cc66313646012c8d0396b79f,n/a,
no_action-action_null-d8.0-s11,11,action_null,no_action,8.0,1.1245753007041952,2.6692620250446515,667.3155062611629,inf,"{""observe"": 600}",0.0,6456a1e1064fdc3ff458685440583b8a1e676fb2cc66313646012c8d0396b79f,n/a,
random_action-action_null-d8.0-s11,11,action_null,random_action,8.0,1.1245753007041952,2.6692620250446515,667.3155062611629,inf,"{""observe"": 206, ""destabilize"": 203, ""stabilize"": 191}",0.308,6456a1e1064fdc3ff458685440583b8a1e676fb2cc66313646012c8d0396b79f,n/a,
causal_learned-interventional-d8.0-s12,12,interventional,causal_learned,8.0,0.9255625897138907,2.0518302699243356,512.9575674810839,23.0,"{""observe"": 354, ""stabilize"": 246}",0.296,87584890122bb0d305e904d39e85cd2e5a6b2ac26c92cbbdcf698332eaa1a28a,n/a,
no_action-interventional-d8.0-s12,12,interventional,no_action,8.0,1.1913746041687951,2.535984654133786,633.9961635334464,176.0,"{""observe"": 600}",0.0,27e2967ce88a99888e93c46415b4b6577937916185a247fb43324adb09afa06f,n/a,
random_action-interventional-d8.0-s12,12,interventional,random_action,8.0,1.5550236156202573,3.4397683825631544,859.9420956407886,23.0,"{""stabilize"": 168, ""observe"": 195, ""destabilize"": 237}",0.272,1393ce2910bb2901a31d8f7532e60cacd0803feee7b14e1d411cb6853179fedb,n/a,
causal_learned-action_null-d8.0-s12,12,action_null,causal_learned,8.0,1.1913746041687951,2.535984654133786,633.9961635334464,176.0,"{""observe"": 454, ""stabilize"": 146}",0.096,27e2967ce88a99888e93c46415b4b6577937916185a247fb43324adb09afa06f,n/a,
no_action-action_null-d8.0-s12,12,action_null,no_action,8.0,1.1913746041687951,2.535984654133786,633.9961635334464,176.0,"{""observe"": 600}",0.0,27e2967ce88a99888e93c46415b4b6577937916185a247fb43324adb09afa06f,n/a,
random_action-action_null-d8.0-s12,12,action_null,random_action,8.0,1.1913746041687951,2.535984654133786,633.9961635334464,176.0,"{""stabilize"": 168, ""observe"": 195, ""destabilize"": 237}",0.272,27e2967ce88a99888e93c46415b4b6577937916185a247fb43324adb09afa06f,n/a,
causal_learned-interventional-d8.0-s13,13,interventional,causal_learned,8.0,0.9830938168372879,2.1436795124274894,535.9198781068724,199.0,"{""observe"": 324, ""stabilize"": 276}",0.332,637cd82ea27549de26acb0f89c0f776729bc694d76d18f46ab47a532441bfda6,n/a,
no_action-interventional-d8.0-s13,13,interventional,no_action,8.0,1.2335078395721464,2.694459684429376,673.614921107344,inf,"{""observe"": 600}",0.0,1eb356ebc0c8346fd6ffdf631afaf8bae63b10e23326ec07bdb8e031f0748cf0,n/a,
random_action-interventional-d8.0-s13,13,interventional,random_action,8.0,1.3274514579715386,2.5411712574029472,635.2928143507368,49.0,"{""destabilize"": 203, ""observe"": 182, ""stabilize"": 215}",0.372,b029c1725ee2af3e7a5890de2366c282e5b0e50a39a05a5117b7d628ddc3a895,n/a,
causal_learned-action_null-d8.0-s13,13,action_null,causal_learned,8.0,1.2335078395721464,2.694459684429376,673.614921107344,inf,"{""observe"": 455, ""stabilize"": 145}",0.292,1eb356ebc0c8346fd6ffdf631afaf8bae63b10e23326ec07bdb8e031f0748cf0,n/a,
no_action-action_null-d8.0-s13,13,action_null,no_action,8.0,1.2335078395721464,2.694459684429376,673.614921107344,inf,"{""observe"": 600}",0.0,1eb356ebc0c8346fd6ffdf631afaf8bae63b10e23326ec07bdb8e031f0748cf0,n/a,
random_action-action_null-d8.0-s13,13,action_null,random_action,8.0,1.2335078395721464,2.694459684429376,673.614921107344,inf,"{""destabilize"": 203, ""observe"": 182, ""stabilize"": 215}",0.372,1eb356ebc0c8346fd6ffdf631afaf8bae63b10e23326ec07bdb8e031f0748cf0,n/a,
causal_learned-interventional-d8.0-s14,14,interventional,causal_learned,8.0,1.1349335536721237,1.661307668176898,415.3269170442245,20.0,"{""observe"": 403, ""stabilize"": 197}",0.492,cc5e0a391c60352ccad11ac186753e55f8122787cf7ce181a501b31fe4ca91ef,n/a,
no_action-interventional-d8.0-s14,14,interventional,no_action,8.0,1.1409868010439652,2.5247523725257013,631.1880931314254,40.0,"{""observe"": 600}",0.0,c10417ff72df7aaf108afa2a700930e4637498928b9ea33842ce63671b5a3e3f,n/a,
random_action-interventional-d8.0-s14,14,interventional,random_action,8.0,1.2946726746697828,2.971695279817602,742.9238199544005,21.0,"{""observe"": 204, ""destabilize"": 214, ""stabilize"": 182}",0.324,8d306ed31dbe2a327528c88cd74ce34bf409b7973030da0428f7c611bf85ca95,n/a,
causal_learned-action_null-d8.0-s14,14,action_null,causal_learned,8.0,1.1409868010439652,2.5247523725257013,631.1880931314254,40.0,"{""observe"": 503, ""stabilize"": 97}",0.292,c10417ff72df7aaf108afa2a700930e4637498928b9ea33842ce63671b5a3e3f,n/a,
no_action-action_null-d8.0-s14,14,action_null,no_action,8.0,1.1409868010439652,2.5247523725257013,631.1880931314254,40.0,"{""observe"": 600}",0.0,c10417ff72df7aaf108afa2a700930e4637498928b9ea33842ce63671b5a3e3f,n/a,
random_action-action_null-d8.0-s14,14,action_null,random_action,8.0,1.1409868010439652,2.5247523725257013,631.1880931314254,40.0,"{""observe"": 204, ""destabilize"": 214, ""stabilize"": 182}",0.324,c10417ff72df7aaf108afa2a700930e4637498928b9ea33842ce63671b5a3e3f,n/a,
causal_learned-interventional-d8.0-s15,15,interventional,causal_learned,8.0,1.0641208695867854,1.3126287577787314,328.15718944468284,21.0,"{""observe"": 295, ""stabilize"": 305}",0.788,415ba0936133ac936b07d0318f9b077fc84ce6bc4e33949964ef5fd0699b9f02,n/a,
no_action-interventional-d8.0-s15,15,interventional,no_action,8.0,1.2087905092158289,2.5635689003803397,640.8922250950849,45.0,"{""observe"": 600}",0.0,b8c3672b2ebbf1ebfb3884e3293d8c17dc202b4ee0363210b198891919e17694,n/a,
random_action-interventional-d8.0-s15,15,interventional,random_action,8.0,1.3885950527289537,1.9887303068094693,497.1825767023673,25.0,"{""destabilize"": 202, ""observe"": 179, ""stabilize"": 219}",0.404,61270364d9c0a7427a52a9c874eaddb773a69f1493896c01bd4b527e4e4ec6b4,n/a,
causal_learned-action_null-d8.0-s15,15,action_null,causal_learned,8.0,1.2087905092158289,2.5635689003803397,640.8922250950849,45.0,"{""observe"": 430, ""stabilize"": 170}",0.488,b8c3672b2ebbf1ebfb3884e3293d8c17dc202b4ee0363210b198891919e17694,n/a,
no_action-action_null-d8.0-s15,15,action_null,no_action,8.0,1.2087905092158289,2.5635689003803397,640.8922250950849,45.0,"{""observe"": 600}",0.0,b8c3672b2ebbf1ebfb3884e3293d8c17dc202b4ee0363210b198891919e17694,n/a,
random_action-action_null-d8.0-s15,15,action_null,random_action,8.0,1.2087905092158289,2.5635689003803397,640.8922250950849,45.0,"{""destabilize"": 202, ""observe"": 179, ""stabilize"": 219}",0.404,b8c3672b2ebbf1ebfb3884e3293d8c17dc202b4ee0363210b198891919e17694,n/a,
causal_learned-interventional-d8.0-s16,16,interventional,causal_learned,8.0,1.0466747537986258,1.5505391623110092,387.6347905777523,0.0,"{""observe"": 379, ""stabilize"": 221}",0.492,3a1386622ccd921fb350afd860568cf083fffb54f6f4ce217adf44e8b17dfe9e,n/a,
no_action-interventional-d8.0-s16,16,interventional,no_action,8.0,1.192543383057257,2.3557695832374947,588.9423958093737,0.0,"{""observe"": 600}",0.0,35579930bc2f6a6623d6516d197e916d36ceb45e80e23c6f24d378d5493dad44,n/a,
random_action-interventional-d8.0-s16,16,interventional,random_action,8.0,1.382602689217421,1.9191178359360206,479.77945898400515,28.0,"{""stabilize"": 200, ""destabilize"": 187, ""observe"": 213}",0.36,045d5651c7b554a0837ad3b72fbc1ecef042d22c5af3bb5d22d0493033642513,n/a,
causal_learned-action_null-d8.0-s16,16,action_null,causal_learned,8.0,1.192543383057257,2.3557695832374947,588.9423958093737,0.0,"{""observe"": 479, ""stabilize"": 121}",0.292,35579930bc2f6a6623d6516d197e916d36ceb45e80e23c6f24d378d5493dad44,n/a,
no_action-action_null-d8.0-s16,16,action_null,no_action,8.0,1.192543383057257,2.3557695832374947,588.9423958093737,0.0,"{""observe"": 600}",0.0,35579930bc2f6a6623d6516d197e916d36ceb45e80e23c6f24d378d5493dad44,n/a,
random_action-action_null-d8.0-s16,16,action_null,random_action,8.0,1.192543383057257,2.3557695832374947,588.9423958093737,0.0,"{""stabilize"": 200, ""destabilize"": 187, ""observe"": 213}",0.36,35579930bc2f6a6623d6516d197e916d36ceb45e80e23c6f24d378d5493dad44,n/a,
causal_learned-interventional-d8.0-s17,17,interventional,causal_learned,8.0,0.9032517089415267,2.0413045122225304,510.3261280556326,21.0,"{""observe"": 379, ""stabilize"": 221}",0.296,fcdcfc31c5c6c916375f1658f539254040f62721929d2b0d7a7e60ea1fb86a9b,n/a,
no_action-interventional-d8.0-s17,17,interventional,no_action,8.0,1.0926803728667445,2.516111548922162,629.0278872305405,inf,"{""observe"": 600}",0.0,119a0bc7acfc44457372aceac09ff8978d1916d7c7e2229d787e71fd9cb9a25e,n/a,
random_action-interventional-d8.0-s17,17,interventional,random_action,8.0,0.8721068061732865,2.278610420971665,569.6526052429163,169.0,"{""destabilize"": 169, ""observe"": 203, ""stabilize"": 228}",0.36,3c10391a28aa3613e08346555ed709efd83e1b84ec477415b420034879f9c307,n/a,
causal_learned-action_null-d8.0-s17,17,action_null,causal_learned,8.0,1.0926803728667445,2.516111548922162,629.0278872305405,inf,"{""observe"": 479, ""stabilize"": 121}",0.096,119a0bc7acfc44457372aceac09ff8978d1916d7c7e2229d787e71fd9cb9a25e,n/a,
no_action-action_null-d8.0-s17,17,action_null,no_action,8.0,1.0926803728667445,2.516111548922162,629.0278872305405,inf,"{""observe"": 600}",0.0,119a0bc7acfc44457372aceac09ff8978d1916d7c7e2229d787e71fd9cb9a25e,n/a,
random_action-action_null-d8.0-s17,17,action_null,random_action,8.0,1.0926803728667445,2.516111548922162,629.0278872305405,inf,"{""destabilize"": 169, ""observe"": 203, ""stabilize"": 228}",0.36,119a0bc7acfc44457372aceac09ff8978d1916d7c7e2229d787e71fd9cb9a25e,n/a,
causal_learned-interventional-d8.0-s18,18,interventional,causal_learned,8.0,1.1851741886617475,1.9640904851138106,491.0226212784526,21.0,"{""observe"": 477, ""stabilize"": 123}",0.396,8cdfa619eada2f9f8271529d05e206bae3b227ff499451d8c4c9f20574b27a75,n/a,
no_action-interventional-d8.0-s18,18,interventional,no_action,8.0,1.1937727208021593,2.71307740659716,678.26935164929,171.0,"{""observe"": 600}",0.0,aabb8d3d72720d35c7f554ba40b93b338feb7dd9814a6a6a9634e86f4327a70e,n/a,
random_action-interventional-d8.0-s18,18,interventional,random_action,8.0,1.536408581255616,3.020302906095911,755.0757265239777,62.0,"{""destabilize"": 220, ""stabilize"": 199, ""observe"": 181}",0.352,b84116f3aa43f09ac322965c8faed9d46fb34a1afd3f06c2a0132fdee59f765a,n/a,
causal_learned-action_null-d8.0-s18,18,action_null,causal_learned,8.0,1.1937727208021593,2.71307740659716,678.26935164929,171.0,"{""observe"": 478, ""stabilize"": 122}",0.392,aabb8d3d72720d35c7f554ba40b93b338feb7dd9814a6a6a9634e86f4327a70e,n/a,
no_action-action_null-d8.0-s18,18,action_null,no_action,8.0,1.1937727208021593,2.71307740659716,678.26935164929,171.0,"{""observe"": 600}",0.0,aabb8d3d72720d35c7f554ba40b93b338feb7dd9814a6a6a9634e86f4327a70e,n/a,
random_action-action_null-d8.0-s18,18,action_null,random_action,8.0,1.1937727208021593,2.71307740659716,678.26935164929,171.0,"{""destabilize"": 220, ""stabilize"": 199, ""observe"": 181}",0.352,aabb8d3d72720d35c7f554ba40b93b338feb7dd9814a6a6a9634e86f4327a70e,n/a,
causal_learned-interventional-d8.0-s19,19,interventional,causal_learned,8.0,1.1454421389203477,1.7050448120872161,426.261203021804,21.0,"{""observe"": 428, ""stabilize"": 172}",0.592,fbfacf832daeede2e0971a572ac8244938627fe5fc5b5f9430d64829f94fe0b9,n/a,
no_action-interventional-d8.0-s19,19,interventional,no_action,8.0,1.1462965317842426,2.688570479583349,672.1426198958372,142.0,"{""observe"": 600}",0.0,6897d7ab6df09b1809f2ddf8d64273cdfbb612c1c3f69a717b932008bf321b6a,n/a,
random_action-interventional-d8.0-s19,19,interventional,random_action,8.0,1.1465863970977872,3.439651609190443,859.9129022976108,46.0,"{""stabilize"": 202, ""destabilize"": 205, ""observe"": 193}",0.296,8fd021d63089f1735126c0019a1e4078ab1e28e73e80cad97aa79aeec9e58bb9,n/a,
causal_learned-action_null-d8.0-s19,19,action_null,causal_learned,8.0,1.1462965317842426,2.688570479583349,672.1426198958372,142.0,"{""observe"": 478, ""stabilize"": 122}",0.392,6897d7ab6df09b1809f2ddf8d64273cdfbb612c1c3f69a717b932008bf321b6a,n/a,
no_action-action_null-d8.0-s19,19,action_null,no_action,8.0,1.1462965317842426,2.688570479583349,672.1426198958372,142.0,"{""observe"": 600}",0.0,6897d7ab6df09b1809f2ddf8d64273cdfbb612c1c3f69a717b932008bf321b6a,n/a,
random_action-action_null-d8.0-s19,19,action_null,random_action,8.0,1.1462965317842426,2.688570479583349,672.1426198958372,142.0,"{""stabilize"": 202, ""destabilize"": 205, ""observe"": 193}",0.296,6897d7ab6df09b1809f2ddf8d64273cdfbb612c1c3f69a717b932008bf321b6a,n/a,
causal_learned-interventional-d8.0-s20,20,interventional,causal_learned,8.0,1.1717585423655799,1.6599217690528234,414.9804422632059,21.0,"{""observe"": 375, ""stabilize"": 225}",0.604,c145d8e119082b4403ed41c659c756e2dda8fb6ffc0e734f2261d3049a2735ba,n/a,
no_action-interventional-d8.0-s20,20,interventional,no_action,8.0,1.1809695753359084,2.5184060276312983,629.6015069078246,134.0,"{""observe"": 600}",0.0,760939285db0315a968fa95579f85773210d37dd962e4d0ea7f405c24454b9d1,n/a,
random_action-interventional-d8.0-s20,20,interventional,random_action,8.0,1.0406448277464793,2.586868317480954,646.7170793702385,86.0,"{""destabilize"": 183, ""observe"": 205, ""stabilize"": 212}",0.336,22f5a433d7a6e6230ef20e345d28c9ccb368bb92867fc285f634103dd74f7157,n/a,
causal_learned-action_null-d8.0-s20,20,action_null,causal_learned,8.0,1.1809695753359084,2.5184060276312983,629.6015069078246,134.0,"{""observe"": 503, ""stabilize"": 97}",0.292,760939285db0315a968fa95579f85773210d37dd962e4d0ea7f405c24454b9d1,n/a,
no_action-action_null-d8.0-s20,20,action_null,no_action,8.0,1.1809695753359084,2.5184060276312983,629.6015069078246,134.0,"{""observe"": 600}",0.0,760939285db0315a968fa95579f85773210d37dd962e4d0ea7f405c24454b9d1,n/a,
random_action-action_null-d8.0-s20,20,action_null,random_action,8.0,1.1809695753359084,2.5184060276312983,629.6015069078246,134.0,"{""destabilize"": 183, ""observe"": 205, ""stabilize"": 212}",0.336,760939285db0315a968fa95579f85773210d37dd962e4d0ea7f405c24454b9d1,n/a,
causal_learned-interventional-d8.0-s21,21,interventional,causal_learned,8.0,0.9549692552595013,1.581158326623451,395.2895816558628,20.0,"{""observe"": 286, ""stabilize"": 314}",0.592,870ced3a705d6292d12632b60e4bb44ab1104ea70a6953a782bef6e7262020b8,n/a,
no_action-interventional-d8.0-s21,21,interventional,no_action,8.0,1.1158622529497622,2.392079644068297,598.0199110170743,40.0,"{""observe"": 600}",0.0,c776a1b34d3c871e150ef01ab290300e76ccc3e0384f88a3bd1cd1e68d5430d6,n/a,
random_action-interventional-d8.0-s21,21,interventional,random_action,8.0,1.2110599973191905,1.9859816349002237,496.49540872505594,21.0,"{""observe"": 202, ""destabilize"": 197, ""stabilize"": 201}",0.336,03ff536f2d79664c82fa0bcec23bdc7b56341fa3b00b5e616d1d49435a42178f,n/a,
causal_learned-action_null-d8.0-s21,21,action_null,causal_learned,8.0,1.1158622529497622,2.392079644068297,598.0199110170743,40.0,"{""observe"": 429, ""stabilize"": 171}",0.096,c776a1b34d3c871e150ef01ab290300e76ccc3e0384f88a3bd1cd1e68d5430d6,n/a,
no_action-action_null-d8.0-s21,21,action_null,no_action,8.0,1.1158622529497622,2.392079644068297,598.0199110170743,40.0,"{""observe"": 600}",0.0,c776a1b34d3c871e150ef01ab290300e76ccc3e0384f88a3bd1cd1e68d5430d6,n/a,
random_action-action_null-d8.0-s21,21,action_null,random_action,8.0,1.1158622529497622,2.392079644068297,598.0199110170743,40.0,"{""observe"": 202, ""destabilize"": 197, ""stabilize"": 201}",0.336,c776a1b34d3c871e150ef01ab290300e76ccc3e0384f88a3bd1cd1e68d5430d6,n/a,
causal_learned-interventional-d8.0-s22,22,interventional,causal_learned,8.0,0.9512429701635678,1.662866537294531,415.7166343236328,20.0,"{""observe"": 306, ""stabilize"": 294}",0.568,a37f49aecaeca5ac1197be765c76cf2f77aad799c45bbfb44095bb15c4699da2,n/a,
no_action-interventional-d8.0-s22,22,interventional,no_action,8.0,1.1558203359694963,2.607645836167536,651.911459041884,inf,"{""observe"": 600}",0.0,d0bf08a296ee0c8bff0fae22e1aa1cba988c13a760e5f33d387c9e427a021174,n/a,
random_action-interventional-d8.0-s22,22,interventional,random_action,8.0,1.3082029875493193,2.7157017530368757,678.9254382592189,15.0,"{""destabilize"": 208, ""stabilize"": 195, ""observe"": 197}",0.328,b6214e0dbd9422592e1b324a886035b7900c3cad70e8be237067403091e32cba,n/a,
